noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst,event_tags,primary_tag,primary_tag_ko,crowd_relevance,has_protest_kw,has_nonstop_kw,has_event_kw
2022-12-14T09:39:57,20221214,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
오늘 4호선 상하선 전국장애인차별철폐연대 불법 시위는 종료되었으며, 이로 인해 4호선 열차가 순연운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-14 09:35:42",N,"상행, 하행",,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-12-15T06:00:00,20221215,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 15일(목) 08시, 14시부터 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 지하철 타기 선전전(1일 2회)이 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다. 12-15 06:00:00",Y,,2022-12-15T08:00:00,,4호선,,nonstop,nonstop,무정차,medium,true,true,false
2022-12-15T09:16:01,20221215,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-15 09:11:46",Y,,2022-12-15T09:16:01,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2022-12-16T06:11:07,20221216,5,단순지연,열차운행 지연 예정 및 무정차 통과 안내,"서울교통공사에서 알려드립니다
12월 16일(금) 08시, 14시부터 '전국장애인차별철폐연대' 의 '장애인 권리 예산 확보' 를 위한 지하철 타기 선전전(1일 2회)이 예정되어 있습니다.
이로 인해 4호선 해당 구간 열차 운행이 상당 시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 감사합니다.  12-16 06:06:51",Y,,2022-12-16T08:00:00,,4호선,,nonstop,nonstop,무정차,medium,true,true,false
2022-12-16T09:05:29,20221216,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-16 09:01:13",Y,,2022-12-16T09:05:29,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2022-12-19T06:07:17,20221219,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 1호선에서 8호선 사이 주요역사 내에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보' 를 위한 기습 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 06:03:00",Y,,2022-12-19T08:00:00,,"1호선, 8호선",,protest;nonstop,protest,시위·집회,high,true,true,false
2022-12-19T09:16:28,20221219,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선 코레일 용산~노량진역 구간에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 1호선 열차운행이 상당시간 지연되고 있으니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 09:12:10",N,,,,1호선,"1003, 1004",protest,protest,시위·집회,medium,true,false,false
2022-12-19T09:39:03,20221219,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 1호선 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위는 종료되었으나 
시위여파로 인해 1호선 열차운행이 순연되고 있으니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-19 09:34:46",N,,,,1호선,,protest,protest,시위·집회,medium,true,false,false
2022-12-20T06:06:45,20221220,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
금일 08시부터 1호선에서 8호선 사이 주요역사 내에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보' 를 위한 기습 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-20 06:02:27",Y,,2022-12-20T08:00:00,,"1호선, 8호선",,protest;nonstop,protest,시위·집회,high,true,true,false
2022-12-20T08:43:14,20221220,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 5호선에서 「전국장애인차별철폐연대」의 '장애인 권리 예산 확보'를 위한 시위가 진행되고 있습니다.
이로 인해 5호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-20 08:38:55",Y,,2022-12-20T08:43:14,,5호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2022-12-20T09:13:16,20221220,6,기타,전국장애인차별철폐연대 5호선 시위종료,"서울교통공사에서 알려드립니다.
오늘 5호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 종료되어 지금은 열차가 정상운행되고 있으며, 5호선 일부구간에서는 시위 여파로 인해 열차가 순연운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-20 09:08:58",N,,,,5호선,,protest,protest,시위·집회,medium,true,false,false
2022-12-22T16:18:09,20221222,6,기타,7호선 차랑고장으로 열차운행 중단,"서울교통공사에서 알려드립니다.
현재 7호선에서 차량고장발생으로  청담역 ~ 태릉입구역 상/하선 열차운행이 중지되고 있습니다.
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  12-22 16:13:49",Y,하행,,,7호선,"2731, 2730, 2729, 2728, 2727, 2726, 2725, 2724, 2723, 2722, 2721, 2720, 2719",nonstop,nonstop,무정차,medium,false,false,false
2022-12-22T17:01:45,20221222,6,기타,7호선 열차 중단으로 대체버스 운영 중,"서울교통공사에서 알려드립니다.
현재 7호선에서 차량고장 발생으로  청담역 ~ 태릉입구역 상/하선 열차운행이 중단되고 있습니다.
이로 인해 대체버스를 청담역 4번출구, 군자역 7번출구에서 운영중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 12-22 16:57:26",Y,하행,,,7호선,"2731, 2730, 2729, 2728, 2727, 2726, 2725, 2724, 2723, 2722, 2721, 2720, 2719",nonstop,nonstop,무정차,medium,false,false,false
2022-12-23T07:03:58,20221223,1,화재,3호선 무악재~독립문역 간 연기 발생,"현재 3호선 무악재~독립문역 간 연기가 발생하여 약수~구파발역 간 상,하선 열차 운행이 중단 중 입니다.
다른 교통수단을 이용하시기 바랍니다. 12-23 06:59:38",Y,"상행, 하행",,,3호선,"0323, 0322, 0321, 0320, 0319, 0318, 0317, 0316, 0315, 0314, 0313, 0312, 0311, 0310, 0315, 0316",nonstop,nonstop,무정차,medium,false,false,false
2023-01-02T06:06:14,20230102,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-02 06:01:49",Y,,2023-01-02T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-02T08:18:44,20230102,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 지하철타기 시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니,
이점 참고하여 열차를 이용해 주시기 바랍니다. 
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 08:14:19",Y,,2023-01-02T08:18:44,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-02T20:59:41,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인해 4호선 당고개 방면 열차는 삼각지역을 무정차 통과하고 있습니다. 삼각지역을 이용하실 고객께서는 인근역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 20:55:17",Y,,,,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-02T21:14:55,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 종료 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 4호선 당고개 방면 열차의 삼각지역 무정차 통과는 종료되었습니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-02 21:10:31",Y,,,2023-01-02T21:14:55,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-02T21:22:50,20230102,6,기타,불법 시위 관련 무정차 통과  안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인해 당고개 방면 열차는 삼각지역을 무정차 통과하고 있습니다. 삼각지역을 이용하실 고객께서는 신용산역에서 하차하여 2번 출구 또는 숙대입구역에서 하차하여 8번출구로 나가셔서 대체교통 버스를 이용하여 주시기 바랍니다.
열차 이용에 불편을 드려 대단히 죄송합니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-02 21:18:25",Y,,,,,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-02T21:45:50,20230102,6,기타,전국장애인차별철폐연대 시위관련 무정차 통과 종료 안내,"서울교통공사에서 알려드립니다.
현재 「전국장애인차별철폐연대」의 열차운행 방해 불법 시위로 인한 4호선 당고개 방면 열차의 삼각지역 무정차 통과는 종료되었습니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-02 21:41:25",Y,,,2023-01-02T21:45:50,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-03T06:00:00,20230103,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-03 06:00:00",Y,,2023-01-03T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-03T09:30:50,20230103,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다
오늘 09시부터 4호선 동대문역사문화공원역에서「전국장애인차별철폐연대」의 시위가 진행되고 있으며. 10시 30분경에는 4호선 삼각지역에서 시위가 예정되어 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.  01-03 09:26:25",Y,,2023-01-03T09:00:00,,4호선,"0428, 0422",protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-03T10:59:15,20230103,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다
현재 4호선 동대문역사문화공원역과 삼각지역에서「전국장애인차별철폐연대」의 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 01-03 10:54:50",Y,,2023-01-03T10:59:15,,4호선,"0422, 0423, 0424, 0425, 0426, 0427, 0428",protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-03T14:53:27,20230103,6,기타,전국장애인차별철폐연대 시위 종료 안내,"서울교통공사에서 알려드립니다.
4호선 동대문역사문화공원역과 삼각지역에서 진행된「전국장애인차별철폐연대」의 지하철 타기 시위는 종료되어 지금은 열차가 정상운행되고 있으며, 일부구간에서는 시위 여파로 열차가 순연 운행 중입니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-03 14:49:02",N,,,,4호선,"0422, 0423, 0424, 0425, 0426, 0427, 0428",protest,protest,시위·집회,medium,true,false,false
2023-01-04T06:06:14,20230104,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다
오늘 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-04 06:01:48",Y,,2023-01-04T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-10T07:41:50,20230110,6,기타,8호선 남한산성입구역 도심집회 안내,"서울교통공사에서 알려드립니다.
오늘 09:30부터 8호선 남한산성입구역 인근에서 도심집회가 예정되어 있습니다.
행사역인 남한산성입구역은 대단히 혼잡할 예정이니 남한산성입구역 일대를 이용하실 고객께서는 이점 참고하여 열차를 이용하여 주시기 바랍니다. 감사합니다. 01-10 07:37:22",N,,,,8호선,2823,protest,protest,시위·집회,medium,true,false,false
2023-01-19T17:00:17,20230119,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
1.20.(금) 08시부터 4호선 삼각지역에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-19 17:00:17",Y,,2023-01-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-19T17:08:58,20230119,6,기타,전국장애인차별철폐연대 시위 사전안내(정정),"서울교통공사에서 알려드립니다.
1.20.(금) 08시부터 4호선에서 「전국장애인차별철폐연대」의 시위가 예정되어 있습니다.
이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당역을 무정차 통과할 예정이오니, 
이점 참고하여 열차를 이용해 주시기 바랍니다. 01-19 17:08:58",Y,,2023-01-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T06:02:24,20230120,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
1.20. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 01-20 06:02:24",Y,,2023-01-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T09:21:24,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 일부구간에서「전국장애인차별철폐연대」의 지하철 타기 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 09:21:24",Y,,2023-01-20T09:21:24,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T09:37:45,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서「전국장애인차별철폐연대」의 열차운행 방해 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 지연되고 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 09:37:45",Y,,2023-01-20T09:37:45,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T10:08:46,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
금일 4호선 일부구간에서 진행된「전국장애인차별철폐연대」의 지하철타기 시위는 종료되었으나, 현재 4호선 서울역에서 선전전이 진행되고 있습니다.
이로 인해 4호선 일부구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 10:08:46",Y,,2023-01-20T00:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T14:05:26,20230120,6,기타,전국장애인차별철폐연대 선전전 안내,"서울교통공사에서 알려드립니다.
금일 4호선 서울역 등 일부구간에서 전국장애인차별철폐연대의 오전 시위는 종료되었으나
14경부터 4호선 삼각지역에서 전국장애인차별철폐연대의 선전전이 진행되고 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니 
이점 참고하여 열차를 이용해 주시기 바랍니다.  01-20 14:05:26",Y,,2023-01-20T00:00:00,,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T16:02:47,20230120,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역에서「전국장애인차별철폐연대」의 열차운행 방해 시위가 진행되고 있습니다. 이로 인해 4호선 열차운행이 지연되고 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 01-20 16:02:47",Y,,2023-01-20T16:02:47,,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T16:25:27,20230120,6,기타,전국장애인차별철폐연대 시위 무정차통과 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역에서「전국장애인차별철폐연대」의 열차운행 방해 시위로 승객 안전을 위해 열차가 삼각지역을 무정차 통과하고 있습니다. 당고개 방면으로 가실 승객께서는 신용산역 2번, 삼각지역 1번, 숙대입구역 5번 출구에 마련된 공사 대체버스를 이용하여 주시기 바랍니다.
전국장애인 차별철폐연대의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습다 01-20 16:25:27",Y,,,,4호선,0428,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T17:12:55,20230120,6,기타,전국장애인차별철폐연대 시위에 따른 무정차 통과 종료,"서울교통공사에서 알려드립니다.
4호선에서 진행된「전국장애인차별철폐연대」의 열차운행 방해 시위로 인한 당고개방면 상선 열차 무정차통과는 17:08부로 종료되었습니다. 열차이용에 참고하시기 바랍니다.
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다.  01-20 17:12:55",Y,상행,,2023-01-20T17:08:00,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-01-20T18:52:49,20230120,6,기타,전국장애인차별철폐연대 시위 종료 안내,"서울교통공사에서 알려드립니다.
4호선 진행된「전국장애인차별철폐연대」의 지하철 타기 시위 및 선전전이 종료되어 지금은 열차가 정상운행되고 있으며, 일부구간에서는 시위 여파로 열차가 순연 운행 중입니다. 
「전국장애인차별철폐연대」의 시위로 열차 이용에 불편을 드려 대단히 죄송합니다. 01-20 18:52:49",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2023-02-09T21:02:44,20230209,6,기타,4호선 미아역 무정차 통과,"4호선 미아역 폭발물 의심 물체 신고 접수되어 112, 119 출동 확인중으로 미아역 상선 무정차 통과 중입니다. 열차 이용에 참고하시기 바랍니다. 02-09 21:02:44",Y,상행,,,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2023-02-09T21:23:39,20230209,6,기타,4호선 미아역 무정차 통과,"4호선 미아역 폭발물 의심 물체 신고 접수되어 112, 119 출동 확인중으로 미아역 상, 하선 무정차 통과 중입니다. 열차 이용에 참고하시기 바랍니다.  02-09 21:23:39",Y,"상행, 하행",,,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2023-02-09T21:40:29,20230209,6,기타,4호선 미아역 무정차 통과 종료,4호선 미아역 폭발물 의심 물체 신고는 경찰 특공대 출동 확인 결과 특이사항 없어 미아역 상하선 무정차 통과 종료되어 열차운행 재개되었음을 알려드립니다. 열차이용에 참고하시기 바랍니다. 02-09 21:40:29,Y,"상행, 하행",,2023-02-09T21:40:29,4호선,0415,nonstop,nonstop,무정차,medium,false,true,false
2023-02-10T08:37:38,20230210,3,열차사고,코레일 안산선 사상사고 조치완료,"코레일 구간 안산선 안산역 사상사고는 조치가 완료되어 운행 중단되었던 안산~오이도역 간 상,하선 전구간 열차운행 재개되었습니다. 열차 이용에 참고하시기 바랍니다.  02-10 08:37:38",Y,"상행, 하행",,2023-02-10T08:37:38,,전구간,nonstop,nonstop,무정차,medium,false,false,false
2023-02-11T13:45:33,20230211,1,화재,코레일 구간 연기발생,"코레일 구간 일산선 백석역 유치선 연기 발생으로 대화~백석역 간 상,하선 일시 운행 중단 중 입니다. 열차 이용에 참고하시기 바랍니다. 02-11 13:45:33",Y,"상행, 하행",,,,"1958, 1957, 1956, 1955, 1954",nonstop,nonstop,무정차,medium,false,false,false
2023-02-11T13:52:43,20230211,1,화재,코레일 구간 연기발생 조치완료,"코레일 구간 일산선 백석역 유치선 연기 발생으로 인한 대화~백석역 간 상,하선 일시 운행 중단은 조치 완료되어 열차운행 재개 중 입니다. 열차 이용에 참고하시기 바랍니다. 02-11 13:52:43",Y,"상행, 하행",,2023-02-11T13:52:43,,"1958, 1957, 1956, 1955, 1954",nonstop,nonstop,무정차,medium,false,false,false
2023-02-15T06:07:24,20230215,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.15. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-15 06:07:24",Y,,2023-02-15T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-16T06:00:00,20230216,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.16. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-16 06:00:00",Y,,2023-02-16T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-17T06:00:00,20230217,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.17. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-17 06:00:00",Y,,2023-02-17T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-20T06:00:00,20230220,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.20. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-20 06:00:00",Y,,2023-02-20T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-21T06:01:16,20230221,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.21.08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-21 06:01:16",Y,,2023-02-21T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-22T06:11:21,20230222,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.22.08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-22 06:11:21",Y,,2023-02-22T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-23T06:00:27,20230223,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.23.08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-23 06:00:27",Y,,2023-02-23T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
2023-02-24T06:00:00,20230224,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
2.24. 08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며, 상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 02-24 06:00:00",Y,,2023-02-24T08:00:00,,4호선,,protest;nonstop,protest,시위·집회,high,true,true,false
