noft_ocrn_dt,crtr_ymd,noft_se_cd,noft_se_nm,noft_ttl,noft_cn,nonstop_yn,upbdnb_se,xcse_sitn_bgng_dt,xcse_sitn_end_dt,line_nm_lst,stn_sctn_cd_lst,event_tags,primary_tag,primary_tag_ko,crowd_relevance,has_protest_kw,has_nonstop_kw,has_event_kw
2022-05-13T06:19:58,20220513,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 13일 금요일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-13 06:17:32",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-16T06:49:32,20220516,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 16일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-16 06:47:05",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-16T09:24:00,20220516,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선에서 「전국장애인차별철폐연대」의 지하철 타기 선전전이 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  05-16 09:21:33",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-16T10:22:53,20220516,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:14부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 05-16 10:20:25",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-18T06:10:03,20220518,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 18일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-18 06:07:35",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-19T06:52:32,20220519,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 19일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-19 06:50:03",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-20T06:02:41,20220520,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 20일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-20 06:00:11",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-23T06:29:55,20220523,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 23일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-23 06:27:24",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-24T06:00:00,20220524,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 24일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-24 06:00:00",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-25T06:32:18,20220525,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 25일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-25 06:29:46",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-26T06:32:38,20220526,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 26일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-26 06:30:06",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-26T13:40:18,20220526,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역 상선에서 「전국장애인차별철폐연대」의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.  05-26 13:37:46",N,상행,,,4호선,0428,protest,protest,시위·집회,medium,true,false,false
2022-05-27T06:46:04,20220527,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 27일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다.  05-27 06:43:31",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-27T09:12:51,20220527,6,기타,전국장애인차별철폐연대 시위 안내,"서울교통공사에서 알려드립니다.
현재 4호선 삼각지역 상선에서 「전국장애인차별철폐연대」의 열차운행 방해시위가 진행되고 있습니다.
이로 인해 4호선 열차운행이 상당시간 지연될 수 있으니
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다.   05-27 09:10:17",N,상행,,,4호선,0428,protest,protest,시위·집회,medium,true,false,false
2022-05-30T06:33:01,20220530,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 30일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-30 06:30:26",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-05-31T06:40:54,20220531,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
5월 31일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 05-31 06:38:19",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-02T06:40:42,20220602,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 2일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-02 06:38:06",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-03T06:32:47,20220603,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 3일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-03 06:30:11",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-07T07:00:00,20220607,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 7일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-07 07:00:00",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-08T06:51:19,20220608,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 8일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-08 06:48:40",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-09T06:02:42,20220609,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 9일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-09 06:00:03",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-10T06:27:58,20220610,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 10일 08시부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-10 06:25:18",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-13T06:00:00,20220613,6,기타,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.
6월 13일 07시 30분부터 4호선에서 [전국장애인차별철폐연대]의 장애인 권리예산 확보를 위한 
지하철 타기 선전전이 예정되어 있습니다.
이로 인해 4호선 해당구간 열차운행이 상당시간 지연될 수 있으니 이점 참고하여 
열차를 이용해 주시기 바랍니다. 06-13 06:00:00",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
2022-06-13T10:34:32,20220613,6,기타,전국장애인차별철폐연대 4호선 열차시위 종료,"서울교통공사에서 알려드립니다.
금일 4호선에서 진행된 전국장애인차별철폐연대의 지하철 타기 시위는 10:14부로 종료되었으나 일부열차 순연 운행 중입니다.
이점 참고하여 열차를 이용해 주시기 바랍니다.
서울교통공사는 열차운행이 신속히 정상화될 수 있도록 최선을 다하겠습니다. 06-13 10:31:50",N,,,,4호선,,protest,protest,시위·집회,medium,true,false,false
